country,region,year,month,avg_temperature,rainfall_mm,festival,covid_restriction,gdp_growth_rate,foreign_exchange_rate,internet_mentions,global_travel_index,airline_ticket_price,hotel_occupancy_rate,visa_required,num_tourists,revenue_usd
Nepal,Asia,2024,Oct,15.7,123.5,No,None,2.27,24.45,1002,40.07,650.38,58.05,No,70213,82939296.34
South Korea,Asia,2023,Oct,22.7,106.1,Yes,Partial,2.55,38.22,1010,73.23,429.28,46.31,Yes,66556,56726396.16
South Korea,Asia,2015,Mar,30.3,80.6,No,None,2.99,38.82,1005,68.77,616.97,88.73,Yes,72577,84771936.26
Thailand,Asia,2023,Aug,13.8,28.8,Yes,Partial,2.97,2.17,1002,67.09,508.78,55.46,Yes,21480,18392452.82
South Korea,Asia,2024,Aug,26.0,0.0,Yes,Partial,3.02,89.77,1015,89.23,670.09,71.14,Yes,90969,76004711.35
Nepal,Asia,2024,Nov,24.3,33.3,No,None,6.28,118.67,985,72.8,601.86,49.49,Yes,27345,15106366.13
Morocco,Africa,2011,Oct,16.0,99.1,Yes,Partial,2.4,3.24,1044,68.74,499.96,54.75,Yes,73387,41368834.1
Thailand,Asia,2013,Sep,27.1,27.5,No,Partial,1.99,87.82,1022,54.18,449.06,92.99,Yes,25907,20065833.49
Canada,Americas,2018,Oct,21.6,114.9,Yes,None,4.07,60.52,979,79.44,558.82,66.51,No,87222,65653067.26
France,Europe,2016,Feb,34.2,127.9,Yes,Full,4.44,27.64,1032,63.26,504.67,54.65,No,98326,61398277.52
Canada,Americas,2019,May,28.1,28.5,No,None,2.7,4.09,1026,89.8,826.25,42.6,No,36241,9674034.12
UK,Europe,2024,Nov,31.5,77.3,No,None,2.31,15.89,1011,55.05,549.65,87.61,No,52102,45153321.71
Mexico,Americas,2012,Feb,8.6,95.0,No,None,4.0,94.55,997,73.17,856.22,89.21,Yes,35594,38661432.41
Kenya,Africa,2014,Oct,23.3,61.1,Yes,Partial,1.82,14.56,1023,66.43,707.53,44.74,Yes,51089,31949812.49
Nepal,Asia,2017,Apr,19.1,95.1,No,Full,4.09,50.28,1018,48.35,726.3,92.72,Yes,16918,16067958.45
Bhutan,Asia,2016,Oct,31.8,107.3,No,None,1.42,117.7,973,86.16,567.03,93.04,Yes,85037,51266910.55
India,Asia,2023,Jan,34.3,117.3,No,Partial,3.31,20.8,1007,49.05,384.24,59.59,Yes,11649,7038893.59
South Africa,Africa,2010,Apr,30.9,125.6,Yes,Full,2.41,27.04,969,60.17,567.8,54.27,No,89415,86174905.27
South Korea,Asia,2020,Aug,26.0,61.9,No,None,3.8,98.34,1013,67.74,378.36,63.29,No,35707,16218257.18
UAE,Middle East,2021,Jul,13.4,0.0,No,None,3.32,39.62,986,44.39,432.59,75.97,Yes,33518,31191758.02
Brazil,Americas,2012,Jan,24.3,161.5,Yes,Partial,4.0,53.21,980,47.36,709.99,68.74,Yes,44831,25480704.08
Turkey,Middle East,2018,Aug,17.4,74.0,Yes,None,5.47,26.35,994,57.42,765.25,81.92,Yes,42706,27420391.97
Morocco,Africa,2017,Oct,34.4,72.3,Yes,None,1.96,45.97,1013,47.95,596.22,84.73,Yes,34270,30938513.05
Italy,Europe,2011,Jun,24.0,77.5,No,None,4.75,95.18,949,86.68,574.98,65.98,No,88056,91639789.29
Nepal,Asia,2022,Feb,27.1,106.0,Yes,None,2.98,57.43,1055,65.09,438.57,44.37,Yes,29858,16708000.76
India,Asia,2010,May,25.8,59.9,No,None,3.03,7.09,1012,56.02,919.81,49.88,Yes,79838,88965878.02
South Africa,Africa,2010,Oct,10.4,225.3,Yes,None,3.54,55.95,979,85.59,671.78,80.67,No,91790,49042658.6
Canada,Americas,2020,Sep,19.7,31.4,Yes,None,4.81,2.99,1043,42.52,400.72,60.4,Yes,35857,12315515.8
USA,Americas,2016,Aug,22.6,43.8,Yes,Full,1.92,107.73,1000,75.22,304.27,66.39,Yes,21681,12757123.59
Russia,Europe,2020,Mar,19.5,82.4,Yes,Full,2.64,32.51,1033,86.63,368.81,79.54,No,52635,45105525.71
USA,Americas,2012,Nov,23.8,10.6,No,None,0.48,12.64,1011,44.4,565.73,70.92,No,8814,6612970.72
Germany,Europe,2016,Jan,10.4,67.5,No,None,0.82,59.9,991,75.49,370.11,52.41,Yes,85983,94136759.77
Japan,Asia,2014,Dec,17.9,42.2,No,Partial,1.85,58.31,1033,60.88,693.18,66.6,No,46113,42413624.22
India,Asia,2020,Feb,16.3,71.4,Yes,None,4.17,71.35,1020,54.42,530.68,92.04,No,18657,13703411.21
Morocco,Africa,2020,Mar,21.8,141.3,No,None,5.36,5.59,989,81.69,441.39,90.1,Yes,82426,69962794.63
Japan,Asia,2018,Sep,18.3,75.1,Yes,None,0.44,90.43,971,41.3,742.51,60.96,No,48370,35447534.63
UK,Europe,2014,Mar,20.5,3.4,No,None,6.99,4.95,942,84.66,466.91,51.26,Yes,54503,43181765.72
Turkey,Middle East,2019,Mar,29.3,28.9,No,None,3.01,78.9,963,74.39,714.17,61.47,Yes,67552,55763222.45
France,Europe,2012,Nov,16.0,43.9,Yes,None,5.71,45.32,976,42.86,667.68,92.33,Yes,29259,20027170.3
Morocco,Africa,2022,Feb,20.7,27.5,No,None,3.64,104.13,963,65.08,508.37,70.73,Yes,97615,94359658.64
Morocco,Africa,2015,Oct,18.0,131.7,Yes,Full,1.06,63.79,934,67.57,694.86,50.35,Yes,64106,47670941.2
Canada,Americas,2020,Sep,25.3,166.7,Yes,None,4.59,57.62,939,60.5,574.75,50.56,No,51998,27816658.81
Kenya,Africa,2013,Jul,29.5,97.8,Yes,None,4.33,49.14,990,70.73,404.33,58.61,Yes,114794,87641616.49
Greece,Europe,2016,Apr,14.9,36.1,No,None,2.16,1.98,1020,41.69,488.99,52.3,Yes,73591,59505432.53
Germany,Europe,2022,Oct,21.3,8.0,No,None,4.34,49.06,940,44.23,701.64,50.85,Yes,30317,20567694.93
Vietnam,Asia,2017,Feb,23.7,57.5,Yes,None,3.0,17.38,1008,56.09,711.51,77.16,Yes,25322,17477634.09
Mexico,Americas,2019,Mar,20.4,172.2,No,Partial,3.81,71.1,972,74.4,951.72,44.55,No,99916,94029474.13
Italy,Europe,2010,Dec,16.1,68.1,Yes,Partial,2.68,108.53,997,52.23,735.61,71.38,No,21437,15039711.6
Spain,Europe,2021,Dec,25.3,53.0,No,None,5.36,78.34,1023,52.64,635.55,63.23,No,11080,7253315.45
France,Europe,2022,Jan,16.1,93.2,No,None,4.35,12.99,1023,79.4,442.11,49.97,Yes,98920,60785830.14
Nepal,Asia,2015,Aug,35.6,147.2,No,Partial,3.87,102.32,975,44.96,685.73,83.6,No,11600,7061872.9
Turkey,Middle East,2013,Jun,11.8,23.8,Yes,None,0.7,48.85,947,64.87,613.03,74.84,Yes,34993,25795373.98
New Zealand,Oceania,2015,Dec,25.3,56.5,No,Full,-0.13,76.62,1008,49.29,768.58,84.86,No,8375,4451892.87
Vietnam,Asia,2024,Nov,16.8,90.7,No,None,2.62,83.06,1031,86.13,718.22,85.11,No,28827,14247223.26
France,Europe,2014,May,11.8,55.7,Yes,None,-0.03,99.7,992,52.16,522.5,93.47,Yes,28178,28496336.93
China,Asia,2016,Oct,29.9,84.1,No,None,5.52,62.28,988,47.39,593.21,82.09,Yes,95347,51494193.43
Italy,Europe,2020,May,26.0,140.2,No,None,4.72,15.22,989,79.67,559.6,90.73,No,73520,92538924.85
Thailand,Asia,2019,Aug,27.8,19.1,Yes,None,3.33,111.99,1028,54.02,872.7,43.13,No,48459,21305114.84
South Korea,Asia,2016,Aug,28.9,114.6,Yes,None,3.95,49.26,1054,52.3,341.49,93.0,Yes,114738,93806996.23
Vietnam,Asia,2011,Jul,14.1,168.4,No,None,4.36,17.84,974,52.73,586.95,61.67,Yes,119475,54516421.3
Vietnam,Asia,2015,Feb,1.2,60.8,No,None,2.45,30.11,993,57.5,763.6,65.83,No,24068,17592718.69
Greece,Europe,2022,Dec,16.6,114.7,No,None,2.88,14.16,1033,65.85,453.33,49.29,No,9147,6363066.98
Vietnam,Asia,2014,Aug,24.1,129.4,No,None,4.02,29.75,975,70.05,494.38,47.12,Yes,103876,54985251.2
China,Asia,2019,Mar,31.7,28.6,No,None,4.83,38.08,980,43.51,659.36,61.3,No,35943,30532971.49
Morocco,Africa,2012,Jul,26.5,187.7,Yes,None,0.39,50.9,1008,77.9,739.55,85.63,No,86980,33578944.7
Thailand,Asia,2010,Dec,19.0,76.4,Yes,None,3.2,104.74,1031,66.69,646.02,88.8,No,43042,27717711.79
Brazil,Americas,2013,Apr,11.4,56.3,Yes,Full,2.41,82.62,1062,74.21,546.72,92.16,Yes,59373,41373369.53
Indonesia,Asia,2012,Oct,20.7,119.5,Yes,None,2.78,65.21,1030,66.16,617.81,73.87,Yes,7963,6248322.36
South Africa,Africa,2025,May,39.5,146.5,Yes,None,0.77,31.16,954,56.37,714.71,73.61,Yes,56599,43614984.79
China,Asia,2019,Nov,23.8,109.9,No,None,3.72,2.3,1033,43.02,313.35,84.99,No,67830,20439761.29
Spain,Europe,2012,Jun,20.4,54.7,Yes,None,4.64,73.36,1066,65.14,688.99,45.97,No,78258,70565947.52
Thailand,Asia,2022,Dec,16.5,33.9,No,None,1.39,111.14,990,83.1,392.5,73.68,No,91707,110317834.37
Morocco,Africa,2021,Feb,27.3,0.0,No,None,3.28,92.27,972,74.2,482.27,50.85,No,61010,62344136.05
Greece,Europe,2011,Jul,28.8,91.4,No,None,1.45,56.87,969,69.0,649.26,63.72,No,16255,8403409.21
South Korea,Asia,2023,Sep,15.3,23.1,Yes,None,1.21,100.28,970,85.18,749.52,50.87,Yes,50215,38261642.12
Mexico,Americas,2016,Mar,20.6,104.6,No,None,3.59,26.05,1016,50.63,618.61,63.96,No,75737,27328904.49
Greece,Europe,2022,Oct,33.6,77.9,Yes,None,1.5,28.88,945,77.57,751.04,78.09,No,97233,88738485.56
Nepal,Asia,2012,Jun,17.9,126.0,No,None,3.29,110.74,991,68.82,639.73,69.92,Yes,16735,15601355.14
Russia,Europe,2022,Mar,27.0,15.6,No,None,4.18,37.63,1056,81.94,533.2,75.88,No,5321,2494277.22
Thailand,Asia,2011,Mar,26.2,13.5,Yes,None,4.38,54.02,1045,50.24,524.49,91.71,No,16083,19251279.02
Japan,Asia,2019,Apr,13.2,141.0,Yes,Partial,4.53,72.1,986,45.65,603.15,56.64,Yes,18501,12672050.62
Mexico,Americas,2010,May,26.6,174.2,Yes,None,2.19,80.63,984,82.67,790.19,82.38,Yes,19294,16349008.18
Japan,Asia,2022,Mar,19.2,171.0,No,Partial,3.61,93.96,1018,42.18,811.58,72.21,No,53104,37733760.28
Turkey,Middle East,2018,Dec,25.6,193.6,No,None,5.44,19.45,1021,53.22,739.46,73.7,Yes,17998,14848024.64
Mexico,Americas,2024,Jan,19.4,48.6,Yes,None,0.63,68.74,1076,71.78,553.55,90.75,No,93586,92540348.76
UK,Europe,2019,Dec,25.2,136.8,Yes,None,3.72,39.46,995,79.51,387.86,75.14,No,96467,80945444.35
South Africa,Africa,2012,Mar,29.8,46.9,No,None,4.3,96.99,1012,59.44,436.18,56.46,Yes,23097,16609411.01
Spain,Europe,2011,Feb,28.4,90.5,Yes,None,6.53,110.52,1016,65.19,276.5,66.7,No,59835,55362927.33
Spain,Europe,2022,Feb,24.5,57.8,No,Partial,2.03,70.87,996,48.27,649.65,72.61,No,5275,5035159.63
Indonesia,Asia,2013,Sep,30.7,34.5,Yes,None,2.47,30.68,986,58.92,605.4,46.48,Yes,12390,10720510.77
India,Asia,2015,Aug,21.4,210.1,No,None,3.68,105.12,1040,69.61,438.87,71.05,No,48444,41100153.59
Greece,Europe,2019,Feb,21.4,100.7,No,Partial,4.12,77.09,989,59.49,753.24,67.18,Yes,16265,13324093.12
Egypt,Africa,2025,Jun,19.1,33.4,No,None,3.07,105.87,1007,51.33,704.55,66.99,Yes,43558,36006995.8
Thailand,Asia,2014,Oct,23.6,99.8,No,None,0.62,82.84,975,81.9,657.05,60.96,No,12778,9828587.44
South Africa,Africa,2019,Apr,18.0,148.3,Yes,Full,1.42,80.1,1002,53.3,627.48,78.6,Yes,9541,6552028.47
Brazil,Americas,2015,Dec,24.8,119.4,No,None,3.65,70.76,1034,73.01,488.93,42.69,Yes,40711,26032470.8
India,Asia,2025,Aug,21.2,107.6,No,None,1.37,27.61,962,43.56,708.16,50.99,Yes,23464,20656812.93
China,Asia,2022,Aug,26.6,99.3,No,None,5.14,55.46,993,51.13,452.58,47.95,Yes,73077,60958261.65
France,Europe,2014,Dec,28.8,53.9,No,None,2.52,6.69,992,59.41,489.68,55.95,No,24237,17493643.2
Nepal,Asia,2010,Mar,21.7,86.9,No,None,5.01,98.89,1085,49.93,507.33,72.35,No,91368,70595016.63
Germany,Europe,2012,Jun,27.8,29.3,Yes,None,0.88,74.23,1060,77.57,752.68,90.59,No,26106,19489583.61
Morocco,Africa,2015,Dec,28.7,58.4,Yes,None,2.32,32.29,978,73.66,648.57,74.99,No,60169,35698317.24
UK,Europe,2010,May,20.6,0.0,No,None,3.92,61.51,974,59.13,504.26,44.16,Yes,70129,56200360.34
France,Europe,2016,Mar,13.9,152.7,No,None,3.91,24.62,1012,40.58,280.09,51.43,Yes,12107,11374802.39
South Africa,Africa,2018,Oct,23.3,90.7,No,Partial,3.5,32.52,966,81.71,444.54,45.87,Yes,99859,72172445.72
South Africa,Africa,2020,Jun,17.4,17.2,No,Partial,4.89,3.75,958,49.2,771.21,85.34,Yes,104886,94685872.38
UAE,Middle East,2022,Nov,29.2,104.1,No,None,2.98,118.5,1039,62.75,606.93,77.48,Yes,47356,46021932.18
France,Europe,2021,Jun,22.7,77.9,Yes,Full,2.38,65.11,1031,72.8,683.13,94.49,Yes,71866,68923798.26
Canada,Americas,2023,Dec,13.3,58.6,No,Full,4.44,11.74,1009,45.92,531.53,70.66,Yes,64044,35323352.12
Morocco,Africa,2018,Jan,17.9,79.0,No,None,0.19,36.74,984,77.94,743.4,55.03,No,5691,3765484.24
New Zealand,Oceania,2016,May,23.0,0.0,Yes,None,1.48,26.07,994,84.27,522.48,47.64,No,45180,20116579.21
Turkey,Middle East,2023,Sep,22.0,75.4,Yes,None,3.68,73.77,963,52.8,684.97,68.71,No,70810,63799708.79
Spain,Europe,2020,Nov,21.4,71.7,No,None,2.18,114.52,987,80.48,748.67,76.15,No,61022,45523988.19
South Africa,Africa,2017,Jun,31.0,3.4,Yes,Partial,5.27,86.49,1012,45.16,522.71,89.7,Yes,27075,16541106.69
Vietnam,Asia,2018,Apr,17.3,145.8,No,None,5.28,109.25,1009,63.81,461.73,86.35,Yes,23208,22002130.52
South Korea,Asia,2014,Dec,31.1,79.7,No,Partial,3.39,104.26,1021,63.58,901.47,58.94,Yes,66612,27193129.03
China,Asia,2019,Sep,26.7,99.5,Yes,None,1.64,1.85,995,45.42,584.09,57.79,Yes,61418,55302800.75
Switzerland,Europe,2011,Jul,26.1,75.9,Yes,Full,3.27,64.09,1019,40.82,558.2,91.18,Yes,40177,27337449.01
India,Asia,2010,Nov,20.5,123.4,Yes,None,1.19,29.53,1025,63.98,757.67,64.86,Yes,71054,59337926.01
Spain,Europe,2013,Mar,29.2,86.5,No,None,3.68,100.73,989,40.19,391.22,58.38,Yes,90859,57525197.53
Australia,Oceania,2010,Jan,25.0,16.6,No,None,0.7,78.59,988,44.74,622.34,88.07,No,61135,44025691.97
France,Europe,2016,Jan,27.4,53.1,Yes,Partial,3.19,106.97,974,67.5,647.79,89.8,Yes,22819,12815521.15
New Zealand,Oceania,2020,Feb,23.0,104.6,No,Full,3.13,112.88,1022,51.39,574.38,82.0,No,8075,8763048.54
Spain,Europe,2015,Apr,23.1,151.8,Yes,None,1.21,64.2,1020,42.01,412.52,77.02,No,52640,21808320.84
Thailand,Asia,2012,Jan,17.5,145.9,Yes,None,3.77,54.7,960,40.96,561.88,77.12,No,86531,82534389.14
Indonesia,Asia,2018,Feb,19.7,84.1,No,None,0.61,40.11,1021,49.05,604.5,88.82,Yes,25392,18010758.39
UAE,Middle East,2024,Sep,22.1,43.9,Yes,None,5.42,39.89,1020,77.81,791.96,86.91,No,38382,32459769.66
Mexico,Americas,2023,Nov,19.7,102.2,No,None,2.43,108.19,996,67.48,430.66,71.3,Yes,91995,52197688.08
Mexico,Americas,2015,Nov,12.8,42.1,No,None,1.82,116.96,1051,63.04,804.14,59.37,Yes,24544,17918624.24
Egypt,Africa,2011,May,22.0,127.2,No,None,4.2,7.11,983,75.92,477.21,88.28,No,37307,13957231.94
Australia,Oceania,2023,Aug,29.1,69.3,Yes,Partial,2.61,32.1,1016,58.11,527.48,52.71,Yes,107065,53895997.57
UK,Europe,2010,Apr,25.7,117.9,No,None,1.08,13.14,962,70.66,424.39,92.61,No,51337,17455920.38
Vietnam,Asia,2018,Feb,26.2,10.7,Yes,None,4.5,37.98,1040,73.58,703.56,50.07,Yes,17530,8559315.1
Bhutan,Asia,2016,Sep,30.2,152.4,No,None,4.9,4.88,1018,59.71,484.61,66.02,Yes,52961,29044204.87
Greece,Europe,2024,Nov,11.4,38.6,Yes,None,2.02,35.45,984,56.65,431.98,73.17,No,43136,49294443.03
Italy,Europe,2010,May,18.5,50.6,Yes,None,2.06,88.68,1025,58.49,266.59,80.45,No,10829,9769960.98
UAE,Middle East,2017,Mar,18.0,10.1,Yes,None,3.85,102.62,953,87.81,629.78,41.32,No,65055,48480728.33
Italy,Europe,2024,Sep,20.0,89.4,Yes,None,5.43,19.75,1004,77.7,410.74,43.32,No,41974,23045351.22
France,Europe,2014,May,18.4,1.2,No,None,1.78,9.82,1001,86.39,557.25,51.07,No,93601,89081117.84
Russia,Europe,2018,Jun,33.4,51.3,Yes,Partial,3.26,14.65,1025,85.55,579.55,74.81,Yes,8360,8754278.88
Germany,Europe,2019,Aug,24.4,1.8,Yes,Full,3.01,22.66,992,65.1,684.32,79.5,Yes,117864,112331999.81
Brazil,Americas,2016,May,18.5,76.7,No,None,4.72,109.34,963,89.84,644.55,40.87,Yes,35045,28927024.0
Japan,Asia,2019,Dec,20.2,44.2,No,None,1.33,103.44,992,57.36,709.72,90.71,Yes,56280,40917496.05
South Korea,Asia,2020,Nov,31.9,125.1,No,None,3.38,83.4,1028,52.03,529.32,65.38,Yes,76270,49327773.66
China,Asia,2016,Oct,19.5,120.6,Yes,None,5.07,49.23,1030,44.67,500.04,46.9,No,29647,13729051.17
Turkey,Middle East,2023,Oct,27.2,0.0,Yes,None,-0.14,78.07,995,40.94,631.94,42.69,No,82203,77088291.72
Germany,Europe,2023,Mar,14.7,69.0,Yes,Partial,3.06,111.79,1054,55.9,692.25,72.1,Yes,44056,40677849.1
Thailand,Asia,2018,Sep,12.1,56.3,Yes,None,1.6,9.93,977,79.19,468.95,81.24,Yes,24127,18949711.13
Australia,Oceania,2024,Sep,19.2,105.8,No,None,5.03,103.62,1004,74.99,688.81,65.11,Yes,38682,23013008.74
Australia,Oceania,2020,Oct,26.6,130.7,No,None,6.52,50.58,973,81.42,488.37,72.43,No,46493,42678266.47
South Africa,Africa,2022,Dec,22.2,19.7,Yes,None,-0.17,61.68,1054,63.38,507.37,79.18,No,57995,40745401.81
Canada,Americas,2025,Jun,29.6,73.6,Yes,Partial,3.54,76.77,1018,45.39,413.24,84.16,Yes,102408,84342505.58
Kenya,Africa,2020,Jul,19.6,126.8,Yes,Partial,3.72,1.57,1034,52.8,782.91,52.42,Yes,12831,7584815.42
USA,Americas,2014,Jun,26.0,154.3,No,None,2.92,61.04,969,86.11,600.24,89.46,Yes,85906,52174282.16
Brazil,Americas,2020,Dec,19.0,82.6,Yes,None,3.68,44.36,1045,50.33,614.83,59.06,No,87903,36183728.25
Australia,Oceania,2013,Sep,17.8,104.5,Yes,None,3.29,75.02,1004,64.49,736.46,84.63,Yes,17568,12080870.35
France,Europe,2012,Apr,27.0,0.0,No,None,1.72,79.0,1020,66.2,370.75,68.8,No,99976,60082846.77
Switzerland,Europe,2016,Jun,14.8,86.7,No,None,1.73,38.45,987,71.03,314.46,52.82,Yes,55564,31599240.87
Thailand,Asia,2024,Apr,18.9,216.2,No,Partial,2.39,47.91,976,52.07,601.31,76.79,Yes,26101,19613696.57
Canada,Americas,2011,Aug,26.4,173.6,Yes,Partial,3.6,110.7,1004,85.01,669.13,85.47,Yes,36826,24905963.34
Thailand,Asia,2018,May,20.1,56.1,Yes,None,1.24,110.62,1032,89.67,774.42,44.43,No,60069,43088717.35
Egypt,Africa,2020,Jun,24.5,96.5,Yes,None,6.04,95.39,1040,82.25,606.98,44.39,No,37580,30582695.02
Russia,Europe,2025,Oct,23.9,144.4,No,None,0.75,23.39,1051,57.17,475.15,50.35,No,54210,51205737.25
Mexico,Americas,2016,May,21.0,127.8,Yes,None,1.96,56.19,990,83.26,582.25,59.33,No,59168,36702826.44
Italy,Europe,2018,Mar,28.5,231.0,Yes,Full,4.93,20.76,1013,47.22,755.79,79.68,No,78005,63512547.89
Spain,Europe,2019,Feb,22.3,60.4,Yes,Partial,3.3,15.75,1013,67.13,778.95,53.05,Yes,84961,44633678.06
Russia,Europe,2024,Jan,26.4,41.8,No,None,1.06,5.66,1014,85.69,715.01,55.31,Yes,81549,85961215.59
USA,Americas,2013,Jun,23.5,63.3,No,Full,4.36,79.4,1019,75.36,702.47,66.24,No,107683,80427508.31
Russia,Europe,2013,May,35.3,62.8,Yes,None,3.28,89.15,1003,63.92,359.28,75.62,Yes,84682,54532221.19
Canada,Americas,2022,Feb,12.4,85.0,Yes,Partial,3.46,35.41,946,73.98,687.73,55.33,No,72599,90891057.97
Spain,Europe,2010,Nov,19.5,26.6,Yes,None,2.39,82.87,1044,71.55,475.25,40.06,Yes,73394,53646820.63
UAE,Middle East,2022,Oct,31.5,60.2,Yes,None,0.68,106.02,1056,85.46,664.31,65.03,Yes,9496,7025732.63
South Africa,Africa,2025,Jul,24.2,94.9,Yes,None,2.5,47.46,999,49.37,678.97,75.64,No,86241,76105255.75
India,Asia,2024,Dec,21.5,87.8,No,None,2.97,69.12,934,70.51,692.44,75.57,No,69939,67446022.34
Vietnam,Asia,2016,Feb,18.5,17.2,Yes,None,1.57,8.83,974,72.49,472.13,91.01,No,69004,34837820.39
South Africa,Africa,2010,Feb,14.4,98.7,Yes,Partial,2.25,38.94,941,62.72,649.4,76.2,Yes,56290,42961896.62
Indonesia,Asia,2021,Sep,19.9,98.0,Yes,None,1.11,63.15,968,46.31,598.11,56.87,Yes,14940,14564181.63
Kenya,Africa,2024,Sep,22.9,64.0,Yes,None,0.63,44.59,964,61.41,524.12,65.85,No,71123,85806655.5
UK,Europe,2025,Jun,19.8,55.8,Yes,None,-0.59,15.92,1025,75.49,467.13,54.26,Yes,30769,15971132.15
Japan,Asia,2015,Aug,25.5,65.8,No,None,1.31,70.88,1029,59.82,484.0,81.82,No,102426,84798542.71
Kenya,Africa,2015,Apr,24.3,161.1,No,Partial,4.04,81.83,959,87.64,638.9,91.43,No,7891,5241010.62
Japan,Asia,2018,Oct,22.9,98.2,Yes,Full,3.77,86.31,1007,77.5,413.03,86.33,Yes,36648,41180380.86
Mexico,Americas,2022,Oct,26.4,61.0,Yes,None,0.14,13.03,1000,60.8,655.68,68.71,No,66330,40985952.46
UAE,Middle East,2017,Apr,22.2,148.3,Yes,None,4.1,31.79,1018,87.66,480.82,93.63,Yes,74889,41675514.37
Italy,Europe,2015,Feb,21.3,97.9,No,None,4.15,17.52,1013,89.01,829.87,72.09,No,60746,38239178.04
South Korea,Asia,2020,Mar,17.2,20.8,Yes,Partial,3.29,21.89,1034,44.41,735.31,50.1,Yes,38949,48378306.06
Germany,Europe,2016,Jan,25.0,30.4,No,None,3.12,112.67,992,84.48,308.35,61.42,No,26247,26407366.96
New Zealand,Oceania,2014,Dec,13.3,40.4,Yes,None,0.96,30.4,977,67.26,385.24,60.47,Yes,44662,45763716.18
Vietnam,Asia,2010,Jul,30.9,147.6,No,None,3.76,1.92,936,79.65,556.43,41.22,Yes,91395,67745185.02
USA,Americas,2021,Nov,21.2,93.4,Yes,Partial,4.7,69.08,1024,68.59,498.2,40.99,No,9128,9752834.2
Switzerland,Europe,2025,Sep,23.9,43.0,Yes,None,4.38,21.7,974,87.48,531.71,90.08,Yes,59246,40587536.6
Germany,Europe,2024,Jun,25.6,199.3,Yes,None,3.64,89.48,998,55.36,556.06,73.3,No,9825,8100171.31
Brazil,Americas,2019,Nov,19.0,96.6,No,None,5.69,95.28,1023,52.07,448.48,52.05,No,81768,79207678.78
Vietnam,Asia,2020,May,26.2,131.5,Yes,None,4.59,101.87,990,83.65,478.06,86.4,No,71139,36085501.78
New Zealand,Oceania,2014,Apr,14.8,117.5,No,None,2.7,64.68,998,87.12,602.12,56.47,Yes,47187,30778360.25
Canada,Americas,2013,Apr,29.0,81.0,No,None,1.97,67.33,1043,64.31,533.44,91.7,No,41280,42615357.87
France,Europe,2017,May,34.9,120.1,Yes,None,3.29,113.73,1008,59.14,652.47,45.7,Yes,96261,63777722.66
Switzerland,Europe,2025,Feb,24.4,160.5,Yes,None,0.77,48.25,1009,52.28,645.88,74.72,No,61974,36723010.46
Greece,Europe,2015,Jul,18.7,53.3,Yes,None,1.62,42.78,969,51.45,344.78,46.15,No,7909,3049277.02
Canada,Americas,2024,Nov,30.3,44.8,No,None,1.52,43.39,1009,72.07,875.57,60.31,No,95316,61376639.97
Bhutan,Asia,2011,Jun,23.1,106.7,Yes,Partial,3.19,64.26,1005,42.8,567.75,79.91,Yes,87562,59942277.74
Thailand,Asia,2019,Jan,30.1,70.5,No,Partial,3.71,98.66,934,85.32,579.22,48.37,Yes,21280,10819923.42
Egypt,Africa,2018,Nov,19.3,158.3,Yes,None,3.92,65.08,982,63.82,823.8,40.94,Yes,75529,88549302.23
Indonesia,Asia,2025,Jan,25.5,77.8,No,None,1.54,15.4,999,45.12,703.03,86.17,No,36898,26064586.26
Australia,Oceania,2010,Mar,20.6,87.1,No,Partial,3.43,52.67,988,60.1,575.86,93.24,No,37682,27799351.01
Canada,Americas,2023,Jul,25.8,71.9,No,None,3.36,57.1,1059,50.11,627.66,87.94,Yes,52734,33559508.13
Mexico,Americas,2013,Jul,32.1,78.0,No,Partial,5.74,74.92,986,88.16,507.78,81.69,No,80329,53242102.63
Egypt,Africa,2020,Dec,27.0,67.0,No,None,4.24,113.75,925,78.29,840.59,66.51,Yes,17701,12935284.71
Egypt,Africa,2021,Dec,23.7,0.0,No,Partial,3.58,38.1,937,64.86,718.52,59.84,No,17029,18976474.08
Canada,Americas,2024,Nov,14.6,75.0,No,None,4.75,90.32,987,71.13,511.09,58.22,No,86533,54017124.4
Spain,Europe,2023,Feb,24.1,88.9,Yes,None,2.24,57.71,947,42.39,691.13,62.08,Yes,29538,19225830.25
Thailand,Asia,2014,Jun,21.6,114.8,No,None,4.25,97.62,996,67.44,436.03,67.73,No,74499,60606993.13
UK,Europe,2011,Jun,31.2,49.0,No,Full,0.66,61.43,1025,79.2,848.03,52.36,No,97219,69525696.23
Mexico,Americas,2015,Jan,18.8,186.6,No,None,1.79,47.9,1024,65.58,664.39,51.47,Yes,36449,16752572.83
Argentina,Americas,2018,May,15.9,150.8,Yes,None,1.44,4.42,1019,68.42,718.6,46.04,No,79984,38949651.33
UAE,Middle East,2019,Dec,22.5,119.0,No,Full,2.64,66.73,992,84.21,636.65,54.93,Yes,11578,10210730.12
Egypt,Africa,2016,Jun,22.3,86.4,No,None,1.36,41.05,999,70.12,879.68,41.45,No,92073,47368689.17
Russia,Europe,2022,Jan,13.0,109.8,Yes,None,1.96,1.44,1018,45.32,681.43,41.09,No,9046,5913489.7
USA,Americas,2018,Mar,33.2,99.3,Yes,None,1.69,56.57,1014,62.55,946.17,80.38,No,73138,85791599.29
